"display_name","first_name","id","last_name","party","state"
"Johnson (D-SD)","Tim","S257","Johnson","D","SD"
"Johnson (R-WI)","Ron","S345","Johnson","R","WI"
"Kerry (D-MA)","John","S173","Kerry","D","MA"
"Kirk (R-IL)","Mark","S339","Kirk","R","IL"
"Klobuchar (D-MN)","Amy","S311","Klobuchar","D","MN"
"Kohl (D-WI)","Herb","S209","Kohl","D","WI"
"Kyl (R-AZ)","Jon","S243","Kyl","R","AZ"
"Landrieu (D-LA)","Mary","S258","Landrieu","D","LA"
"Lautenberg (D-NJ)","Frank","S166","Lautenberg","D","NJ"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
"Lee (R-UT)","Mike","S346","Lee","R","UT"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Lieberman (ID-CT)","Joe","S210","Lieberman","ID","CT"
"Lugar (R-IN)","Richard","S105","Lugar","R","IN"
"Manchin (D-WV)","Joe","S338","Manchin","D","WV"
"McCain (R-AZ)","John","S197","McCain","R","AZ"
"McCaskill (D-MO)","Claire","S312","McCaskill","D","MO"
"McConnell (R-KY)","Mitch","S174","McConnell","R","KY"
"Menendez (D-NJ)","Robert","S306","Menendez","D","NJ"
"Merkley (D-OR)","Jeff","S322","Merkley","D","OR"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
"Moran (R-KS)","Jerry","S347","Moran","R","KS"
"Murkowski (R-AK)","Lisa","S288","Murkowski","R","AK"
"Murray (D-WA)","Patty","S229","Murray","D","WA"
"Nelson (D-FL)","Bill","S282","Nelson","D","FL"
"Nelson (D-NE)","E.","S283","Nelson","D","NE"
"Paul (R-KY)","Rand","S348","Paul","R","KY"
"Portman (R-OH)","Rob","S349","Portman","R","OH"
"Pryor (D-AR)","Mark","S295","Pryor","D","AR"
"Reed (D-RI)","John","S259","Reed","D","RI"
"Reid (D-NV)","Harry","S198","Reid","D","NV"
"Risch (R-ID)","James","S323","Risch","R","ID"
"Roberts (R-KS)","Pat","S260","Roberts","R","KS"
"Rubio (R-FL)","Marco","S350","Rubio","R","FL"
"Sanders (I-VT)","Bernard","S313","Sanders","I","VT"
"Schumer (D-NY)","Charles","S270","Schumer","D","NY"
"Sessions (R-AL)","Jeff","S261","Sessions","R","AL"
"Shaheen (D-NH)","Jeanne","S324","Shaheen","D","NH"
"Shelby (R-AL)","Richard","S184","Shelby","R","AL"
"Snowe (R-ME)","Olympia","S245","Snowe","R","ME"
"Stabenow (D-MI)","Debbie","S284","Stabenow","D","MI"
"Tester (D-MT)","Jon","S314","Tester","D","MT"
"Thune (R-SD)","John","S303","Thune","R","SD"
"Toomey (R-PA)","Pat","S351","Toomey","R","PA"
"Udall (D-CO)","Mark","S325","Udall","D","CO"
"Udall (D-NM)","Tom","S326","Udall","D","NM"
"Vitter (R-LA)","David","S299","Vitter","R","LA"
"Warner (D-VA)","Mark","S327","Warner","D","VA"
"Whitehouse (D-RI)","Sheldon","S316","Whitehouse","D","RI"
"Wicker (R-MS)","Roger","S318","Wicker","R","MS"
"Wyden (D-OR)","Ron","S247","Wyden","D","OR"
"Heller (R-NV)","Dean","S352","Heller","R","NV"
