"display_name","first_name","id","last_name","party","state"
"Dorgan (D-ND)","Byron","S222","Dorgan","D","ND"
"Durbin (D-IL)","Richard","S253","Durbin","D","IL"
"Edwards (D-NC)","John","S267","Edwards","D","NC"
"Ensign (R-NV)","John","S281","Ensign","R","NV"
"Enzi (R-WY)","Michael","S254","Enzi","R","WY"
"Feingold (D-WI)","Russell","S230","Feingold","D","WI"
"Feinstein (D-CA)","Dianne","S221","Feinstein","D","CA"
"Fitzgerald (R-IL)","Peter","S268","Fitzgerald","R","IL"
"Frist (R-TN)","Bill","S241","Frist","R","TN"
"Graham (D-FL)","Bob","S199","Graham","D","FL"
"Gramm (R-TX)","Phil","S171","Gramm","R","TX"
"Grassley (R-IA)","Chuck","S153","Grassley","R","IA"
"Hagel (R-NE)","Chuck","S255","Hagel","R","NE"
"Harkin (D-IA)","Tom","S172","Harkin","D","IA"
"Hatch (R-UT)","Orrin","S118","Hatch","R","UT"
"Helms (R-NC)","Jesse","S046","Helms","R","NC"
"Hollings (D-SC)","Ernest","S047","Hollings","D","SC"
"Hutchinson (R-AR)","Tim","S256","Hutchinson","R","AR"
"Hutchison (R-TX)","Kay","S235","Hutchison","R","TX"
"Inouye (D-HI)","Daniel","S051","Inouye","D","HI"
"Jeffords (I-VT)","James","S204","Jeffords","I","VT"
"Johnson (D-SD)","Tim","S257","Johnson","D","SD"
"Kennedy (D-MA)","Edward","S055","Kennedy","D","MA"
"Kerry (D-MA)","John","S173","Kerry","D","MA"
"Kohl (D-WI)","Herb","S209","Kohl","D","WI"
"Kyl (R-AZ)","Jon","S243","Kyl","R","AZ"
"Landrieu (D-LA)","Mary","S258","Landrieu","D","LA"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Lincoln (D-AR)","Blanche","S269","Lincoln","D","AR"
"Lott (R-MS)","Trent","S203","Lott","R","MS"
"Lugar (R-IN)","Richard","S105","Lugar","R","IN"
"McConnell (R-KY)","Mitch","S174","McConnell","R","KY"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
"Murray (D-WA)","Patty","S229","Murray","D","WA"
"Nelson (D-FL)","Bill","S282","Nelson","D","FL"
"Nelson (D-NE)","E.","S283","Nelson","D","NE"
"Nickles (R-OK)","Don","S158","Nickles","R","OK"
"Reed (D-RI)","Jack","S259","Reed","D","RI"
"Reid (D-NV)","Harry","S198","Reid","D","NV"
"Roberts (R-KS)","Pat","S260","Roberts","R","KS"
"Rockefeller (D-WV)","John","S176","Rockefeller","D","WV"
"Santorum (R-PA)","Rick","S244","Santorum","R","PA"
"Sarbanes (D-MD)","Paul","S106","Sarbanes","D","MD"
"Schumer (D-NY)","Charles","S270","Schumer","D","NY"
"Smith (R-NH)","Bob","S216","Smith","R","NH"
"Smith (R-OR)","Gordon","S262","Smith","R","OR"
"Snowe (R-ME)","Olympia","S245","Snowe","R","ME"
"Specter (R-PA)","Arlen","S161","Specter","R","PA"
"Stabenow (D-MI)","Debbie","S284","Stabenow","D","MI"
"Stevens (R-AK)","Ted","S090","Stevens","R","AK"
"Thomas (R-WY)","Craig","S246","Thomas","R","WY"
"Thompson (R-TN)","Fred","S237","Thompson","R","TN"
"Thurmond (R-SC)","Strom","S096","Thurmond","R","SC"
"Torricelli (D-NJ)","Robert","S263","Torricelli","D","NJ"
"Voinovich (R-OH)","George","S271","Voinovich","R","OH"
"Warner (R-VA)","John","S143","Warner","R","VA"
"Wellstone (D-MN)","Paul","S217","Wellstone","D","MN"
"Wyden (D-OR)","Ron","S247","Wyden","D","OR"
"Barkley (I-MN)","Dean","S285","Barkley","I","MN"
