"display_name","first_name","id","last_name","party","state"
"Lautenberg (D-NJ)","Frank","S166","Lautenberg","D","NJ"
"Leahy (D-VT)","Patrick","S057","Leahy","D","VT"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Metzenbaum (D-OH)","Howard","S114","Metzenbaum","D","OH"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
"Mitchell (D-ME)","George","S144","Mitchell","D","ME"
"Moynihan (D-NY)","Daniel","S113","Moynihan","D","NY"
"Nunn (D-GA)","Sam","S074","Nunn","D","GA"
"Pell (D-RI)","Claiborne","S078","Pell","D","RI"
"Pryor (D-AR)","David","S125","Pryor","D","AR"
"Riegle (D-MI)","Donald","S107","Riegle","D","MI"
"Rockefeller (D-WV)","John","S176","Rockefeller","D","WV"
"Sanford (D-NC)","Terry","S178","Sanford","D","NC"
"Sarbanes (D-MD)","Paul","S106","Sarbanes","D","MD"
"Sasser (D-TN)","Jim","S117","Sasser","D","TN"
"Simon (D-IL)","Paul","S175","Simon","D","IL"
"Wellstone (D-MN)","Paul","S217","Wellstone","D","MN"
"Wirth (D-CO)","Timothy","S181","Wirth","D","CO"
"Wofford (D-PA)","Harris","S219","Wofford","D","PA"
"Burdick, Quentin N (D-ND)","Quentin","S015","Burdick","D","ND"
