"display_name","first_name","id","last_name","party","state"
"Smith (R-OR)","Gordon","S262","Smith","R","OR"
"Snowe (R-ME)","Olympia","S245","Snowe","R","ME"
"Specter (R-PA)","Arlen","S161","Specter","R","PA"
"Stevens (R-AK)","Ted","S090","Stevens","R","AK"
"Sununu (R-NH)","John","S296","Sununu","R","NH"
"Talent (R-MO)","Jim","S286","Talent","R","MO"
"Thomas (R-WY)","Craig","S246","Thomas","R","WY"
"Thune (R-SD)","John","S303","Thune","R","SD"
"Vitter (R-LA)","David","S299","Vitter","R","LA"
"Voinovich (R-OH)","George","S271","Voinovich","R","OH"
"Warner (R-VA)","John","S143","Warner","R","VA"
