"display_name","first_name","id","last_name","party","state"
"Levin (D-MI)","Carl","S131","Levin","D","MI"
"Manchin (D-WV)","Joe","S338","Manchin","D","WV"
"McCain (R-AZ)","John","S197","McCain","R","AZ"
"McCaskill (D-MO)","Claire","S312","McCaskill","D","MO"
"McConnell (R-KY)","Mitch","S174","McConnell","R","KY"
"Menendez (D-NJ)","Robert","S306","Menendez","D","NJ"
"Merkley (D-OR)","Jeff","S322","Merkley","D","OR"
"Mikulski (D-MD)","Barbara","S182","Mikulski","D","MD"
"Moran (R-KS)","Jerry","S347","Moran","R","KS"
"Murkowski (R-AK)","Lisa","S288","Murkowski","R","AK"
"Murphy (D-CT)","Christopher","S364","Murphy","D","CT"
"Murray (D-WA)","Patty","S229","Murray","D","WA"
"Nelson (D-FL)","Bill","S282","Nelson","D","FL"
"Portman (R-OH)","Rob","S349","Portman","R","OH"
"Pryor (D-AR)","Mark","S295","Pryor","D","AR"
"Reed (D-RI)","John","S259","Reed","D","RI"
"Reid (D-NV)","Harry","S198","Reid","D","NV"
"Roberts (R-KS)","Pat","S260","Roberts","R","KS"
"Rockefeller (D-WV)","Jay","S176","Rockefeller","D","WV"
"Schatz (D-HI)","Brian","S353","Schatz","D","HI"
"Schumer (D-NY)","Charles","S270","Schumer","D","NY"
"Shaheen (D-NH)","Jeanne","S324","Shaheen","D","NH"
"Stabenow (D-MI)","Debbie","S284","Stabenow","D","MI"
"Tester (D-MT)","Jon","S314","Tester","D","MT"
"Thune (R-SD)","John","S303","Thune","R","SD"
"Udall (D-CO)","Mark","S325","Udall","D","CO"
"Udall (D-NM)","Tom","S326","Udall","D","NM"
"Warner (D-VA)","Mark","S327","Warner","D","VA"
"Warren (D-MA)","Elizabeth","S366","Warren","D","MA"
"Whitehouse (D-RI)","Sheldon","S316","Whitehouse","D","RI"
"Wicker (R-MS)","Roger","S318","Wicker","R","MS"
"Wyden (D-OR)","Ron","S247","Wyden","D","OR"
"Cowan (D-MA)","William ""Mo""","S367","Cowan","D","MA"
"Chiesa (R-NJ)","Jeffrey","S368","Chiesa","R","NJ"
"Markey (D-MA)","Edward","S369","Markey","D","MA"
"Booker (D-NJ)","Cory","S370","Booker","D","NJ"
