"display_name","first_name","id","last_name","party","state"
"Murkowski (R-AK)","Lisa","S288","Murkowski","R","AK"
"Murray (D-WA)","Patty","S229","Murray","D","WA"
"Nelson (D-FL)","Bill","S282","Nelson","D","FL"
"Nelson (D-NE)","E.","S283","Nelson","D","NE"
"Pryor (D-AR)","Mark","S295","Pryor","D","AR"
"Reed (D-RI)","John","S259","Reed","D","RI"
"Reid (D-NV)","Harry","S198","Reid","D","NV"
"Risch (R-ID)","James","S323","Risch","R","ID"
"Rockefeller (D-WV)","Jay","S176","Rockefeller","D","WV"
"Salazar (D-CO)","Ken","S297","Salazar","D","CO"
"Sanders (I-VT)","Bernard","S313","Sanders","I","VT"
"Schumer (D-NY)","Charles","S270","Schumer","D","NY"
"Shaheen (D-NH)","Jeanne","S324","Shaheen","D","NH"
"Snowe (R-ME)","Olympia","S245","Snowe","R","ME"
"Stabenow (D-MI)","Debbie","S284","Stabenow","D","MI"
"Tester (D-MT)","Jon","S314","Tester","D","MT"
"Udall (D-CO)","Mark","S325","Udall","D","CO"
"Udall (D-NM)","Tom","S326","Udall","D","NM"
"Warner (D-VA)","Mark","S327","Warner","D","VA"
"Webb (D-VA)","James","S315","Webb","D","VA"
"Whitehouse (D-RI)","Sheldon","S316","Whitehouse","D","RI"
"Wicker (R-MS)","Roger","S318","Wicker","R","MS"
"Wyden (D-OR)","Ron","S247","Wyden","D","OR"
"Burris (D-IL)","Roland","S328","Burris","D","IL"
"Kaufman (D-DE)","Edward","S329","Kaufman","D","DE"
"Bennet (D-CO)","Michael","S330","Bennet","D","CO"
"Gillibrand (D-NY)","Kirsten","S331","Gillibrand","D","NY"
"Specter (D-PA)","Arlen","S161","Specter","D","PA"
"Franken (D-MN)","Al","S332","Franken","D","MN"
"LeMieux (R-FL)","George","S333","LeMieux","R","FL"
"Kirk (D-MA)","Paul","S334","Kirk","D","MA"
